Source ,USA Spending,,,
Note ,Federal Spending ,,,
URL ,https://www.usaspending.gov/Pages/TextView.aspx?data=StateMostFundedCounties&statecode=IN&fiscalyear=2015,,,
,,,,
Fips ,Geography,Years ,Statistics ,Value 
18000,Indiana ,2015,Funds Awarded,29657540946
18001,"Adams, IN",2015,Funds Awarded,101127233
18003,"Allen, IN",2015,Funds Awarded,1297442494
18005,"Bartholomew, IN",2015,Funds Awarded,276527192
18007,"Benton, IN",2015,Funds Awarded,37508764
18009,"Blackford, IN",2015,Funds Awarded,58401480
18011,"Boone, IN",2015,Funds Awarded,174570569
18013,"Brown, IN",2015,Funds Awarded,68183077
18015,"Carroll, IN",2015,Funds Awarded,78362879
18017,"Cass, IN",2015,Funds Awarded,139751600
18019,"Clark, IN",2015,Funds Awarded,413283223
18021,"Clay, IN",2015,Funds Awarded,97600268
18023,"Clinton, IN",2015,Funds Awarded,112408306
18025,"Crawford, IN",2015,Funds Awarded,48113937
18027,"Daviess, IN",2015,Funds Awarded,90201033
18029,"Dearborn, IN",2015,Funds Awarded,177861772
18031,"Decatur, IN",2015,Funds Awarded,94068354
18033,"DeKalb, IN",2015,Funds Awarded,162419308
18035,"Delaware, IN",2015,Funds Awarded,440326542
18037,"Dubois, IN",2015,Funds Awarded,144087670
18039,"Elkhart, IN",2015,Funds Awarded,608392820
18041,"Fayette, IN",2015,Funds Awarded,112685243
18043,"Floyd, IN",2015,Funds Awarded,267075867
18045,"Fountain, IN",2015,Funds Awarded,70063418
18047,"Franklin, IN",2015,Funds Awarded,81465118
18049,"Fulton, IN",2015,Funds Awarded,77911065
18051,"Gibson, IN",2015,Funds Awarded,121867356
18053,"Grant, IN",2015,Funds Awarded,290726432
18055,"Greene, IN",2015,Funds Awarded,151336581
18057,"Hamilton, IN",2015,Funds Awarded,757037774
18059,"Hancock, IN",2015,Funds Awarded,240430824
18061,"Harrison, IN",2015,Funds Awarded,139057545
18063,"Hendricks, IN",2015,Funds Awarded,435377789
18065,"Henry, IN",2015,Funds Awarded,199934103
18067,"Howard, IN",2015,Funds Awarded,356546178
18069,"Huntington, IN",2015,Funds Awarded,143649460
18071,"Jackson, IN",2015,Funds Awarded,179413226
18073,"Jasper, IN",2015,Funds Awarded,118866873
18075,"Jay, IN",2015,Funds Awarded,80168254
18077,"Jefferson, IN",2015,Funds Awarded,121649040
18079,"Jennings, IN",2015,Funds Awarded,105813262
18081,"Johnson, IN",2015,Funds Awarded,483626509
18083,"Knox, IN",2015,Funds Awarded,146489314
18085,"Kosciusko, IN",2015,Funds Awarded,294211931
18087,"Lagrange, IN",2015,Funds Awarded,96132734
18089,"Lake, IN",2015,Funds Awarded,1774677739
18091,"LaPorte, IN",2015,Funds Awarded,415600333
18093,"Lawrence, IN",2015,Funds Awarded,179265222
18095,"Madison, IN",2015,Funds Awarded,531341134
18097,"Marion, IN",2015,Funds Awarded,9673466376
18099,"Marshall, IN",2015,Funds Awarded,162416364
18101,"Martin, IN",2015,Funds Awarded,46287755
18103,"Miami, IN",2015,Funds Awarded,131351037
18105,"Monroe, IN",2015,Funds Awarded,400947003
18107,"Montgomery, IN",2015,Funds Awarded,137494842
18109,"Morgan, IN",2015,Funds Awarded,265513802
18111,"Newton, IN",2015,Funds Awarded,61890488
18113,"Noble, IN",2015,Funds Awarded,167089340
18115,"Ohio, IN",2015,Funds Awarded,23845643
18117,"Orange, IN",2015,Funds Awarded,73965584
18119,"Owen, IN",2015,Funds Awarded,85773657
18121,"Parke, IN",2015,Funds Awarded,64585397
18123,"Perry, IN",2015,Funds Awarded,73499506
18125,"Pike, IN",2015,Funds Awarded,50474191
18127,"Porter, IN",2015,Funds Awarded,593942370
18129,"Posey, IN",2015,Funds Awarded,96381490
18131,"Pulaski, IN",2015,Funds Awarded,52578911
18133,"Putnam, IN",2015,Funds Awarded,125907342
18135,"Randolph, IN",2015,Funds Awarded,102800722
18137,"Ripley, IN",2015,Funds Awarded,100151901
18139,"Rush, IN",2015,Funds Awarded,62784217
18141,"St. Joseph, IN",2015,Funds Awarded,96652617
18143,"Scott, IN",2015,Funds Awarded,160574663
18145,"Shelby, IN",2015,Funds Awarded,77289972
18147,"Spencer, IN",2015,Funds Awarded,908271571
18149,"Starke, IN",2015,Funds Awarded,101109323
18151,"Steuben, IN",2015,Funds Awarded,137519314
18153,"Sullivan, IN",2015,Funds Awarded,75406459
18155,"Switzerland, IN",2015,Funds Awarded,33754418
18157,"Tippecanoe, IN",2015,Funds Awarded,475291226
18159,"Tipton, IN",2015,Funds Awarded,66118226
18161,"Union, IN",2015,Funds Awarded,29875252
18163,"Vanderburgh, IN",2015,Funds Awarded,723264887
18165,"Vermillion, IN",2015,Funds Awarded,65886259
18167,"Vigo, IN",2015,Funds Awarded,397326785
18169,"Wabash, IN",2015,Funds Awarded,141047041
18171,"Warren, IN",2015,Funds Awarded,36365599
18173,"Warrick, IN",2015,Funds Awarded,214785797
18175,"Washington, IN",2015,Funds Awarded,101445783
18177,"Wayne, IN",2015,Funds Awarded,284053466
18179,"Wells, IN",2015,Funds Awarded,101675777
18181,"White, IN",2015,Funds Awarded,99600652
18183,"Whitley, IN",2015,Funds Awarded,184019076
